Name,Rating,Reviews,Type,Employe,Sector,Old
Ivrcl Infrastructures & Projects,4.3,535,Engineering & Construction,10k-50k Employees,Public,86 years old
Somany Ceramics,4.3,546,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
MasterCard,4.1,545,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
JK Paper,4.0,545,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Linde India,4.1,543,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Ag Industries,4.0,539,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Ihg Group,4.0,544,Banking,1 Lakh+ Employees,Public,30 years old
Csc E Governance Services,3.9,541,Banking,1 Lakh+ Employees,Public,30 years old
Microtek International,3.7,540,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Hitachi,4.0,541,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Integra Software Services,4.0,541,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Ienergizer BPO Services,4.2,541,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Epsilon,4.1,540,Banking,50k-1 Lakh Employees,Public,31 years old
Zetwerk Manufacturing Businesses,4.0,540,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Thriveni Earthmovers,4.1,538,BPO,50k-1 Lakh Employees,Public,41 years old
Vijay Sales,4.2,538,Telecom,50k-1 Lakh Employees,Public,17 years old
Petpooja,4.4,539,Internet,1 Lakh+ Employees,Public,30 years old
Orient Electric,4.0,539,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Jain Irrigation Systems,4.0,537,Retail,1 Lakh+ Employees,NaN,NaN
National Informatics Centre,4.2,537,NBFC,1 Lakh+ Employees,NaN,NaN
India Shelter Finance Corporation,4.1,536,Engineering & Construction,10k-50k Employees,Public,86 years old
Mott MacDonald,4.3,536,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Sintex Industries,4.1,535,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Marsh McLennan,4.1,535,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Epicenter Technologies,3.6,536,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Baroda Global Shared Services,4.0,535,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Sun Life Financial,4.3,534,Banking,1 Lakh+ Employees,Public,30 years old
McKinsey & Company,4.1,532,Banking,1 Lakh+ Employees,Public,30 years old
Rentokil Pest Control,3.8,533,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Parag Milk Foods,4.1,531,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
India Japan Lighting,4.3,528,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Royal Caribbean International,4.4,531,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Titan Eye Plus,4.3,533,Banking,50k-1 Lakh Employees,Public,31 years old
Sutherland Healthcare Solutions,3.9,531,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
eTeam,3.4,531,BPO,50k-1 Lakh Employees,Public,41 years old
Raychem RPG,4.0,530,Telecom,50k-1 Lakh Employees,Public,17 years old
Trimax IT Infrastructure Services,3.5,529,Internet,1 Lakh+ Employees,Public,30 years old
Omaxe,4.0,525,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
ACTE,4.8,532,Retail,1 Lakh+ Employees,NaN,NaN
Greenlam Industries,4.2,532,NBFC,1 Lakh+ Employees,NaN,NaN
KaaShiv InfoTech Company,4.9,531,Engineering & Construction,10k-50k Employees,Public,86 years old
Hapag-Lloyd,3.9,529,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Micro Turners,3.9,528,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
United Spirits,4.0,526,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Cigniti Technologies,3.8,530,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Deepak Nitrite,3.9,528,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Sl Lumax,3.5,523,Banking,1 Lakh+ Employees,Public,30 years old
Crompton Greaves Consumer Electricals,3.8,530,Banking,1 Lakh+ Employees,Public,30 years old
Creambell,4.1,529,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Lovely Professional University,3.5,524,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Atkins,3.9,529,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Progressive Infovision,4.3,527,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
MPS Limited,4.0,523,Banking,50k-1 Lakh Employees,Public,31 years old
Amway India Enterprises,4.1,522,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
mPokket,4.3,524,BPO,50k-1 Lakh Employees,Public,41 years old
Mynd Solutions Private,3.8,523,Telecom,50k-1 Lakh Employees,Public,17 years old
Experis IT,3.2,523,Internet,1 Lakh+ Employees,Public,30 years old
Care Hospital,4.2,521,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Aequs,3.7,521,Retail,1 Lakh+ Employees,NaN,NaN
Mount Litera Zee School,4.0,521,NBFC,1 Lakh+ Employees,NaN,NaN
Jaro Education,2.6,519,Engineering & Construction,10k-50k Employees,Public,86 years old
Bikanervala,4.0,518,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
EPL Limited,4.0,518,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Lambda Therapeutic Research,4.7,523,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Vaco Binary Semantics,3.5,523,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Encora,3.8,522,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Diebold Nixdorf,3.9,521,Banking,1 Lakh+ Employees,Public,30 years old
Encore Capital Group,4.1,519,Banking,1 Lakh+ Employees,Public,30 years old
Molex,3.9,517,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Maveric Systems,3.7,521,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Gayatri Projects,4.0,512,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Hella,4.1,521,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
PeopleStrong,3.5,518,Banking,50k-1 Lakh Employees,Public,31 years old
Welspun World,3.8,517,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Guidehouse,3.9,517,BPO,50k-1 Lakh Employees,Public,41 years old
Vijaya Diagnostic Centre,4.0,520,Telecom,50k-1 Lakh Employees,Public,17 years old
Forever Living Products,4.4,519,Internet,1 Lakh+ Employees,Public,30 years old
BASF,4.5,517,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
K Raheja Corp,4.3,517,Retail,1 Lakh+ Employees,NaN,NaN
Medicover Hospitals,3.9,517,NBFC,1 Lakh+ Employees,NaN,NaN
GKN,4.1,513,Engineering & Construction,10k-50k Employees,Public,86 years old
CIEL HR,4.1,518,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Alshaya Group,3.9,514,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
ALLEN Career Institute,4.1,514,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
MAS Financial Services,3.6,516,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Teamware Solutions,4.2,515,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Thermo Fisher Scientific,3.9,515,Banking,1 Lakh+ Employees,Public,30 years old
Lionbridge Technologies,3.7,514,Banking,1 Lakh+ Employees,Public,30 years old
Electrotherm,4.2,513,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Wuerth,4.0,512,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Mindarika,3.9,512,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Ask Automotive,4.3,510,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Steel Authority Of India,4.1,510,Banking,50k-1 Lakh Employees,Public,31 years old
IBS Software Services,3.9,514,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Tavant Technologies,4.0,513,BPO,50k-1 Lakh Employees,Public,41 years old
OMICS International,2.6,511,Telecom,50k-1 Lakh Employees,Public,17 years old
Ramky Infrastructure,4.2,510,Internet,1 Lakh+ Employees,Public,30 years old
NRB Bearings,4.2,512,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Wapcos,3.6,513,Retail,1 Lakh+ Employees,NaN,NaN
Navitasys India,4.0,513,NBFC,1 Lakh+ Employees,NaN,NaN
Turbo Energy,4.3,510,Engineering & Construction,10k-50k Employees,Public,86 years old
TIAA Global Business Services,4.1,509,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Henry Harvin Education,4.5,508,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Apollo Munich Health Insurance,4.0,507,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Quatrro,3.5,508,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Poly Medicure,3.8,507,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Medreich,3.8,506,Banking,1 Lakh+ Employees,Public,30 years old
Shivam Autotech,3.8,504,Banking,1 Lakh+ Employees,Public,30 years old
Apar Industries,4.1,508,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Aisin Automotive Haryana,4.1,505,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Hilton,4.4,505,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
General Motors,4.4,500,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Apex Group,3.1,514,Banking,50k-1 Lakh Employees,Public,31 years old
Sona Comstar,4.3,509,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Action Construction Equipment,3.8,507,BPO,50k-1 Lakh Employees,Public,41 years old
Echobooom Management & Entrepreneurial Solutions,4.0,505,Telecom,50k-1 Lakh Employees,Public,17 years old
Freshworks,3.7,504,Internet,1 Lakh+ Employees,Public,30 years old
Siemens Energy,4.2,509,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Poorvika Mobiles,4.7,506,Retail,1 Lakh+ Employees,NaN,NaN
Rackspace,3.9,502,NBFC,1 Lakh+ Employees,NaN,NaN
Rane Engine Valve Limited,4.0,499,Engineering & Construction,10k-50k Employees,Public,86 years old
Fiat India Automobiles,3.7,502,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Future Lifestyle Fashion,4.1,501,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Saudi Aramco,4.6,493,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
PrimEra Medical Technologies,4.0,505,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Greenply,4.0,501,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Times Group,3.9,500,Banking,1 Lakh+ Employees,Public,30 years old
Cloudnine Hospital,4.0,502,Banking,1 Lakh+ Employees,Public,30 years old
Ge India Industrial,4.3,501,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Karvy Data Management Services,3.8,500,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Ebix Software India,3.3,500,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Qualitest,3.7,499,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Smollan Group,4.3,499,Banking,50k-1 Lakh Employees,Public,31 years old
Tata Power Delhi Distribution,3.9,498,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Luxoft,4.0,500,BPO,50k-1 Lakh Employees,Public,41 years old
ShareChat,3.6,500,Telecom,50k-1 Lakh Employees,Public,17 years old
Dhani Healthcare,3.6,499,Internet,1 Lakh+ Employees,Public,30 years old
Indostar Capital Finance,4.5,498,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
BankBazaar,3.4,497,Retail,1 Lakh+ Employees,NaN,NaN
Courtyard by Marriott,4.2,495,NBFC,1 Lakh+ Employees,NaN,NaN
Kothari Agritech,4.8,500,Engineering & Construction,10k-50k Employees,Public,86 years old
Affinity Express,3.2,495,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Vastu Housing Finance,4.4,501,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Hitachi Energy,4.1,499,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Dhanuka Agritech,3.8,495,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Vakrangee,3.6,495,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Sadbhav Engineering,4.4,494,Banking,1 Lakh+ Employees,Public,30 years old
Sterlite Power,4.0,497,Banking,1 Lakh+ Employees,Public,30 years old
Travel Food Services,3.8,496,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
AVTEC,3.8,494,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
IDEMIA,4.1,496,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
TO THE NEW,3.8,497,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
ChannelPlay,4.0,495,Banking,50k-1 Lakh Employees,Public,31 years old
Renault,4.3,494,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Credence Resource Management,3.6,494,BPO,50k-1 Lakh Employees,Public,41 years old
Psp Projects,3.9,493,Telecom,50k-1 Lakh Employees,Public,17 years old
AVEVA,4.3,493,Internet,1 Lakh+ Employees,Public,30 years old
Patel Infrastructure,4.1,493,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Geojit Financial Services,3.7,488,Retail,1 Lakh+ Employees,NaN,NaN
House Of Anita Dongre,4.2,492,NBFC,1 Lakh+ Employees,NaN,NaN
Principal Global Services,4.2,492,Engineering & Construction,10k-50k Employees,Public,86 years old
Ongc Petro Additions,4.0,491,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Adidas,4.0,490,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
MOURI Tech,3.9,494,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
WSP,4.2,492,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Fedbank Financial Services,4.1,491,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Hitachi Digital Services,3.8,491,Banking,1 Lakh+ Employees,Public,30 years old
Neuland Laboratories,4.1,490,Banking,1 Lakh+ Employees,Public,30 years old
Orient Cement,4.3,489,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Grab A Grub Services,3.9,489,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
MothersonSumi INfotech & Designs,3.4,489,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Country Holidays Inn & Suites,4.4,488,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Goodyear,4.0,487,Banking,50k-1 Lakh Employees,Public,31 years old
Writer Corporation,3.8,487,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Bisk Farm,4.1,488,BPO,50k-1 Lakh Employees,Public,41 years old
Expleo Solutions,3.9,488,Telecom,50k-1 Lakh Employees,Public,17 years old
BEML,4.1,484,Internet,1 Lakh+ Employees,Public,30 years old
Venus Remedies,4.5,484,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Triveni Engineering & Industries,4.1,480,Retail,1 Lakh+ Employees,NaN,NaN
Quikr,3.9,486,NBFC,1 Lakh+ Employees,NaN,NaN
Adani Solar,4.0,484,Engineering & Construction,10k-50k Employees,Public,86 years old
V-Trans,4.1,485,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
HCL Comnet,3.9,484,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Saud Bahwan Group,3.3,483,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Jai Balaji Group,3.6,481,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
SoftAge Information Technology,4.0,480,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Patel Engineering,4.2,486,Banking,1 Lakh+ Employees,Public,30 years old
M3M India,4.2,485,Banking,1 Lakh+ Employees,Public,30 years old
Genesys International Corporation,3.9,485,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Mahindra Tractors,4.3,484,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Hilti,3.7,482,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Updater Services,3.9,482,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Bunge India,4.0,481,Banking,50k-1 Lakh Employees,Public,31 years old
3M,4.3,480,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Clarivate,3.8,483,BPO,50k-1 Lakh Employees,Public,41 years old
Entrata,4.4,482,Telecom,50k-1 Lakh Employees,Public,17 years old
Amadeus,4.0,482,Internet,1 Lakh+ Employees,Public,30 years old
Samunnati Financial Intermediation and Services,4.5,481,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
RITES,4.0,478,Retail,1 Lakh+ Employees,NaN,NaN
Quality Austria Central Asia,3.5,477,NBFC,1 Lakh+ Employees,NaN,NaN
T.v. Sundram Iyengar & Sons,4.2,477,Engineering & Construction,10k-50k Employees,Public,86 years old
Zydus Healthcare,4.0,485,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
TTK Prestige,4.0,477,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Allied Digital Services,3.5,476,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
HBL Power Systems,4.0,474,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Wipro Digital,3.6,477,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Holiday Inn,4.2,476,Banking,1 Lakh+ Employees,Public,30 years old
Renovision Automation Services,3.7,476,Banking,1 Lakh+ Employees,Public,30 years old
Portea Medical,4.4,476,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
TVS Electronics,3.9,479,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Visteon,3.9,475,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
ATS Infrastructure,3.9,473,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Central Reserve Police Force,4.6,472,Banking,50k-1 Lakh Employees,Public,31 years old
Jyothy Laboratories,4.2,477,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Okaya Power,3.8,477,BPO,50k-1 Lakh Employees,Public,41 years old
Orient Technologies,3.8,475,Telecom,50k-1 Lakh Employees,Public,17 years old
Asb International,4.1,475,Internet,1 Lakh+ Employees,Public,30 years old
Surya Roshni,4.1,474,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Y-Axis Overseas Careers,3.4,472,Retail,1 Lakh+ Employees,NaN,NaN
Vivanta by Taj,4.2,472,NBFC,1 Lakh+ Employees,NaN,NaN
Rane NSK Steering Systems,4.1,471,Engineering & Construction,10k-50k Employees,Public,86 years old
_VOIS,4.1,480,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Bharat Serums and Vaccines,3.9,476,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Centum Learning,3.8,474,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Yatra,3.7,474,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Zee Entertainment Enterprises,3.8,472,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
