Name,Rating,Reviews,Type,Employe,Sector,Old
Patra Corporation,3.8,724,BPO,50k-1 Lakh Employees,Public,41 years old
Uber,4.3,722,Telecom,50k-1 Lakh Employees,Public,17 years old
Troikaa Pharmaceuticals,3.8,722,Internet,1 Lakh+ Employees,Public,30 years old
Mu Sigma,2.9,720,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Better.com,3.0,718,Retail,1 Lakh+ Employees,NaN,NaN
Air India Sats Airport Services,3.8,726,NBFC,1 Lakh+ Employees,NaN,NaN
Orion Edutech,3.3,715,Engineering & Construction,10k-50k Employees,Public,86 years old
Ford Business Solutions,4.5,718,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
SBFC Finance,3.8,718,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
TNQ Technologies,3.7,715,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Skill Lync,3.1,716,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Thomas Cook,3.9,713,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Otis Elevator,4.0,716,Banking,1 Lakh+ Employees,Public,30 years old
Wheels,4.1,708,Banking,1 Lakh+ Employees,Public,30 years old
Neel Metal Products,4.1,706,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Amara Raja Group,4.2,705,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
C.R.I. Pumps,3.9,704,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Indira IVF Hospital,4.0,704,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Schaeffler India,4.2,706,Banking,50k-1 Lakh Employees,Public,31 years old
Centre for Development of Advanced Computing,3.9,705,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
GVPR Engineers,4.0,703,BPO,50k-1 Lakh Employees,Public,41 years old
Yashoda Hospitals,3.9,701,Telecom,50k-1 Lakh Employees,Public,17 years old
Federal Bank,4.0,701,Internet,1 Lakh+ Employees,Public,30 years old
Quest Retail Private Limited,4.5,699,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Test Yantra Software Solutions,3.3,700,Retail,1 Lakh+ Employees,NaN,NaN
Toppr,3.5,699,NBFC,1 Lakh+ Employees,NaN,NaN
Leadec India,4.0,700,Engineering & Construction,10k-50k Employees,Public,86 years old
Willis Towers Watson,3.9,700,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Vertiv,4.0,697,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Pramerica Life Insurance,3.9,697,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Aviva Life Insurance India,3.6,696,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Aarvi Encon,4.1,695,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Alok Industries,3.8,695,Banking,1 Lakh+ Employees,Public,30 years old
Huhtamaki,3.9,694,Banking,1 Lakh+ Employees,Public,30 years old
Bank of India,4.0,691,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Meril,3.9,697,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Shriram General Insurance,3.7,693,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Suzuki Motorcycle,4.1,691,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Everest Industries,4.1,691,Banking,50k-1 Lakh Employees,Public,31 years old
Gharda Chemicals,4.2,688,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Grant Thornton,3.7,694,BPO,50k-1 Lakh Employees,Public,41 years old
Centum Electronics,3.9,693,Telecom,50k-1 Lakh Employees,Public,17 years old
Napino Auto & Electronics,4.1,691,Internet,1 Lakh+ Employees,Public,30 years old
Dunzo,3.5,690,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
DLF,4.0,688,Retail,1 Lakh+ Employees,NaN,NaN
Digit Insurance,4.0,691,NBFC,1 Lakh+ Employees,NaN,NaN
Marks & Spencer,4.1,688,Engineering & Construction,10k-50k Employees,Public,86 years old
Lakshmi Machine Works,4.0,693,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Godrej Agrovet,4.1,689,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Aspire Systems,4.0,691,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Zydus Wellness,3.9,686,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Columbia Asia,4.4,683,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
THE LEELA PALACES HOTELS & RESORTS,4.1,684,Banking,1 Lakh+ Employees,Public,30 years old
Westside,4.2,685,Banking,1 Lakh+ Employees,Public,30 years old
Rupeek,3.7,684,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Aparna Constructions and Estates,4.1,683,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
HT Media,3.5,680,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Sykes Business Services Of India,3.5,683,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Sandhar Technologies,3.9,682,Banking,50k-1 Lakh Employees,Public,31 years old
Parekh Integrated Services,4.1,677,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Bechtel,4.1,674,BPO,50k-1 Lakh Employees,Public,41 years old
Kohler,3.9,688,Telecom,50k-1 Lakh Employees,Public,17 years old
Allianz Technology,4.4,681,Internet,1 Lakh+ Employees,Public,30 years old
Greaves Cotton,4.1,678,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Duck Creek Technologies,4.5,678,Retail,1 Lakh+ Employees,NaN,NaN
Star Cement,4.1,677,NBFC,1 Lakh+ Employees,NaN,NaN
Natco Pharma,4.1,680,Engineering & Construction,10k-50k Employees,Public,86 years old
Knorr-Bremse,4.2,677,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Vedanta Resources,3.8,676,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
KEI Industries,4.2,674,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Timken,3.9,677,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Panacea Biotec,3.9,675,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
ffreedom app,3.6,676,Banking,1 Lakh+ Employees,Public,30 years old
Godfrey Phillips India,4.1,671,Banking,1 Lakh+ Employees,Public,30 years old
National Health Mission,3.7,670,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Samsung Engineering,4.2,666,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Varroc Polymers,3.9,673,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
United Breweries,3.9,671,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Medha Servo Drives,4.3,674,Banking,50k-1 Lakh Employees,Public,31 years old
SHYAM METALICS AND ENERGY,3.7,672,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Asirvad Microfinance,4.0,672,BPO,50k-1 Lakh Employees,Public,41 years old
Franklin Templeton Investments,4.2,671,Telecom,50k-1 Lakh Employees,Public,17 years old
Samsung Research,3.4,677,Internet,1 Lakh+ Employees,Public,30 years old
NielsenIQ,3.9,676,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Atlas Copco,4.3,670,Retail,1 Lakh+ Employees,NaN,NaN
Page Industries,4.3,670,NBFC,1 Lakh+ Employees,NaN,NaN
Defence Research & Development Organisation,4.5,640,Engineering & Construction,10k-50k Employees,Public,86 years old
Astral Pipe,4.2,670,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
LEAD School,3.3,669,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Greenko Group,3.9,668,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
ValueMomentum,3.3,669,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Infra.Market,4.2,668,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Tata Consumer Products,4.0,664,Banking,1 Lakh+ Employees,Public,30 years old
Piramal Pharma,4.0,669,Banking,1 Lakh+ Employees,Public,30 years old
Indusind Marketing & Financial Services,4.0,661,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
T-SYSTEMS ICT INDIA,3.9,665,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Bayer Crop Science Vegetable Seeds,4.4,656,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Precision Techserve,3.8,662,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Aristo Pharmaceuticals,4.1,662,Banking,50k-1 Lakh Employees,Public,31 years old
Qinecsa Solutions,2.9,661,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
NetAmbit,3.4,659,BPO,50k-1 Lakh Employees,Public,41 years old
Adani Green Energy,4.2,662,Telecom,50k-1 Lakh Employees,Public,17 years old
SFO Technologies,3.6,660,Internet,1 Lakh+ Employees,Public,30 years old
Kalpataru Group,3.9,660,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Future Supply Chain Solutions,4.4,654,Retail,1 Lakh+ Employees,NaN,NaN
Financial Software & Systems,3.8,657,NBFC,1 Lakh+ Employees,NaN,NaN
Rebel Foods,3.8,655,Engineering & Construction,10k-50k Employees,Public,86 years old
Acme Cleantech Solutions,4.0,648,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Salesforce,4.1,658,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Northern Trust,3.8,657,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Galfar,4.2,646,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Cult.fit,3.8,655,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Lumina Datamatics,3.5,654,Banking,1 Lakh+ Employees,Public,30 years old
Innova Solutions,3.7,654,Banking,1 Lakh+ Employees,Public,30 years old
Mswipe Technologies,3.2,647,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Velocis Systems,3.9,651,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
AtkinsRealis,4.2,645,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Michelin,4.0,652,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Snapdeal,3.9,648,Banking,50k-1 Lakh Employees,Public,31 years old
Citco,3.1,654,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Prochant,4.4,654,BPO,50k-1 Lakh Employees,Public,41 years old
General Mills,4.2,649,Telecom,50k-1 Lakh Employees,Public,17 years old
Fareportal,3.3,649,Internet,1 Lakh+ Employees,Public,30 years old
Lowe's,4.2,650,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
CNH,4.3,650,Retail,1 Lakh+ Employees,NaN,NaN
City Union Bank,3.4,649,NBFC,1 Lakh+ Employees,NaN,NaN
Nityo Infotech,3.1,647,Engineering & Construction,10k-50k Employees,Public,86 years old
NBC Bearings,3.9,646,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Quess IT Staffing Solutions,3.5,645,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
J B Chemicals And Pharmaceuticals,3.9,650,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Athena BPO,3.2,644,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Bayer,4.2,649,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Royal Sundaram General Insurance,4.0,644,Banking,1 Lakh+ Employees,Public,30 years old
NetCracker,3.1,643,Banking,1 Lakh+ Employees,Public,30 years old
Netscribes,2.9,642,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
ICCS,3.3,641,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Sanden Vikas,3.9,637,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Karvy Stock Broking,3.6,639,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Musashi Auto Parts,4.0,638,Banking,50k-1 Lakh Employees,Public,31 years old
GAMMON INDIA,3.9,631,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
DuPont,4.2,636,BPO,50k-1 Lakh Employees,Public,41 years old
Aparajitha Corporate Services,4.0,635,Telecom,50k-1 Lakh Employees,Public,17 years old
Hitachi Payment Services,3.8,633,Internet,1 Lakh+ Employees,Public,30 years old
Sandvik Asia,4.3,631,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Shilpa Medicare,3.6,630,Retail,1 Lakh+ Employees,NaN,NaN
Collins Aerospace,4.0,638,NBFC,1 Lakh+ Employees,NaN,NaN
OCS Group,4.0,629,Engineering & Construction,10k-50k Employees,Public,86 years old
Border Security Force,4.5,622,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Jabil Circuit India,4.0,631,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Artech Infosystems,3.6,629,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Temenos,3.2,632,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Tata Electronics,4.0,632,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Signify,3.6,631,Banking,1 Lakh+ Employees,Public,30 years old
Knight Frank,4.2,629,Banking,1 Lakh+ Employees,Public,30 years old
Merino Industries,3.9,626,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Medusind Solutions,3.8,628,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
OLX,3.8,628,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Genpact Headstrong Capital Markets,3.8,626,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Schlumberger,4.1,624,Banking,50k-1 Lakh Employees,Public,31 years old
Navayuga Engineering Company,4.1,621,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Zepto,3.7,628,BPO,50k-1 Lakh Employees,Public,41 years old
Tata Starbucks,4.3,626,Telecom,50k-1 Lakh Employees,Public,17 years old
ESL Steel,4.1,623,Internet,1 Lakh+ Employees,Public,30 years old
Micromax Informatics,3.7,617,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
DAV Public School,4.1,617,Retail,1 Lakh+ Employees,NaN,NaN
HomeLane,3.5,620,NBFC,1 Lakh+ Employees,NaN,NaN
Adani Enterprises,3.9,620,Engineering & Construction,10k-50k Employees,Public,86 years old
Mastek,3.6,620,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Porter,4.2,619,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Arohan Financial Services,4.0,616,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Xebia,3.5,615,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Ageas Federal Life Insurance,3.7,614,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Volvo,4.1,612,Banking,1 Lakh+ Employees,Public,30 years old
Quantiphi Analytics Solutions Private Limited,3.1,612,Banking,1 Lakh+ Employees,Public,30 years old
The Akshaya Patra Foundation,4.5,607,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Reliance Power,4.2,606,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Eveready Industries,4.0,604,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
AuthBridge Research Services,3.6,613,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Rungta Mines,4.1,613,Banking,50k-1 Lakh Employees,Public,31 years old
Guardian India,4.1,609,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
BNP Paribas India Solutions,4.0,608,BPO,50k-1 Lakh Employees,Public,41 years old
GlaxoSmithKline Consumer Healthcare,4.5,605,Telecom,50k-1 Lakh Employees,Public,17 years old
RAMTeCH Software Solutions,3.9,606,Internet,1 Lakh+ Employees,Public,30 years old
Amul Dairy,4.2,605,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
TÜV NORD,3.8,604,Retail,1 Lakh+ Employees,NaN,NaN
Globant,4.0,606,NBFC,1 Lakh+ Employees,NaN,NaN
CRB Tech Solution,4.2,602,Engineering & Construction,10k-50k Employees,Public,86 years old
Dhani Services,3.5,600,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Svatantra Microfin,4.2,603,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Kutumbh Care,3.9,602,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
First Advantage,3.9,601,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Amphenol Interconnect,4.3,599,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Kurlon,4.3,598,Banking,1 Lakh+ Employees,Public,30 years old
Prism Johnson,4.0,598,Banking,1 Lakh+ Employees,Public,30 years old
IMPACT Infotech,3.5,600,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Bridge & Roof Co,3.6,595,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Veradigm,4.1,601,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
GirnarSoft,3.6,599,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Steag Energy Services,4.2,599,Banking,50k-1 Lakh Employees,Public,31 years old
Salcomp Manufacturing,4.2,598,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
ICA Edu Skills,3.8,603,BPO,50k-1 Lakh Employees,Public,41 years old
NoBrokerHOOD,3.4,598,Telecom,50k-1 Lakh Employees,Public,17 years old
Deccan Fine Chemicals,3.7,601,Internet,1 Lakh+ Employees,Public,30 years old
ACL Digital,3.7,598,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
GE Healthcare,4.2,597,Retail,1 Lakh+ Employees,NaN,NaN
Jaya Hind Industries,3.8,595,NBFC,1 Lakh+ Employees,NaN,NaN
Deepak Fertilisers and Petrochemicals,3.9,597,Engineering & Construction,10k-50k Employees,Public,86 years old
Edubridge Learning,3.9,603,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Bitwise Solutions,4.2,595,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
McDermott International,4.2,594,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Carnival Cruise Lines,4.5,590,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Transsion,4.2,585,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Indium Software,4.2,601,Banking,1 Lakh+ Employees,Public,30 years old
Ashirvad Pipes,4.1,590,Banking,1 Lakh+ Employees,Public,30 years old
Medlife,3.7,589,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Bpo Convergence,3.6,588,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Advik Hi Tech,3.8,587,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Tata Hitachi Construction Machinery,4.1,587,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Embibe,3.7,596,Banking,50k-1 Lakh Employees,Public,31 years old
Simplilearn,3.2,589,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Union Bank of India,4.1,582,BPO,50k-1 Lakh Employees,Public,41 years old
Silaris Informations,3.2,591,Telecom,50k-1 Lakh Employees,Public,17 years old
Fractal Analytics,4.1,587,Internet,1 Lakh+ Employees,Public,30 years old
TCNS Clothing Company,4.0,588,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Swaraj Tractors,4.2,581,Retail,1 Lakh+ Employees,NaN,NaN
Comviva Technology,3.4,588,NBFC,1 Lakh+ Employees,NaN,NaN
Amazon Services,4.2,584,Engineering & Construction,10k-50k Employees,Public,86 years old
H&M,4.0,586,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
L&T Power,3.9,586,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Varthana,4.5,584,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Ugam Solution,3.7,584,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Amazon Web Services,4.0,584,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Times Internet,3.6,583,Banking,1 Lakh+ Employees,Public,30 years old
Baxter International,4.1,583,Banking,1 Lakh+ Employees,Public,30 years old
Citigroup,3.8,575,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Flash Electronics,3.7,581,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Lea Associates South Asia,4.4,581,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Lumen Technologies,4.1,579,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
The Lalit,3.8,577,Banking,50k-1 Lakh Employees,Public,31 years old
Telenor,4.5,571,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Re Sustainability Limited,4.0,580,BPO,50k-1 Lakh Employees,Public,41 years old
Wipro Infrastructure Engineering,3.9,578,Telecom,50k-1 Lakh Employees,Public,17 years old
Nippon Life India Asset Management,4.7,578,Internet,1 Lakh+ Employees,Public,30 years old
IFFCO,4.1,577,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Rallis India,4.3,578,Retail,1 Lakh+ Employees,NaN,NaN
Engineers India,4.3,576,NBFC,1 Lakh+ Employees,NaN,NaN
Cogoport,3.0,577,Engineering & Construction,10k-50k Employees,Public,86 years old
HP India,4.2,574,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Rodic Consultants,4.3,577,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Primus Global Technologies,4.1,576,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Chennai Radha Engineering Works,4.0,575,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Pratap Technocrats,4.0,575,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Hitachi Systems Micro Clinic,3.9,573,Banking,1 Lakh+ Employees,Public,30 years old
Rico Auto Industries,3.8,575,Banking,1 Lakh+ Employees,Public,30 years old
MattsenKumar,3.6,575,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Eris Lifesciences,3.9,574,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
CSM Technologies,4.5,572,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Finolex Cables,3.9,571,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Tata Cummins,4.5,571,Banking,50k-1 Lakh Employees,Public,31 years old
Denave,3.8,575,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Balkrishna Industries,4.1,572,BPO,50k-1 Lakh Employees,Public,41 years old
Government of India,4.2,569,Telecom,50k-1 Lakh Employees,Public,17 years old
MG Motor,4.1,572,Internet,1 Lakh+ Employees,Public,30 years old
Astral Adhesives,4.1,571,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Shaktiman Tirth Agro Technology,4.3,571,Retail,1 Lakh+ Employees,NaN,NaN
Rohan Builders,4.2,565,NBFC,1 Lakh+ Employees,NaN,NaN
Wonder Cement,4.2,567,Engineering & Construction,10k-50k Employees,Public,86 years old
Crowne Plaza,4.1,566,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Caparo Engineering India,4.0,565,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
EMERSON PROCESS MANAGEMENT,4.1,568,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
India Cements,3.8,565,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Biba Apparels,3.9,564,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Ups Logistics,4.1,568,Banking,1 Lakh+ Employees,Public,30 years old
Naukri,4.0,567,Banking,1 Lakh+ Employees,Public,30 years old
Skipper,3.8,566,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
PUMA,4.3,564,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Indo Autotech,3.9,562,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Hindustan Sanitaryware & Industries,4.1,561,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Central Industrial Security Force,4.5,558,Banking,50k-1 Lakh Employees,Public,31 years old
DP World,4.1,563,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Sharda Motor Industries,3.8,562,BPO,50k-1 Lakh Employees,Public,41 years old
Religare,3.9,562,Telecom,50k-1 Lakh Employees,Public,17 years old
Redington,4.0,561,Internet,1 Lakh+ Employees,Public,30 years old
Integreon,3.5,561,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Progressive Infotech,3.5,561,Retail,1 Lakh+ Employees,NaN,NaN
JSW Group,4.1,560,NBFC,1 Lakh+ Employees,NaN,NaN
TDK India,4.0,558,Engineering & Construction,10k-50k Employees,Public,86 years old
Neeyamo Enterprise Solutions,3.7,560,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Rane (Madras),4.0,559,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Toyo Engineeering,3.9,558,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Target,4.3,558,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Isuzu Motors,4.0,555,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Nlb Services,4.0,562,Banking,1 Lakh+ Employees,Public,30 years old
KGISL,3.2,561,Banking,1 Lakh+ Employees,Public,30 years old
Xceedance,3.8,559,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Accolite,3.5,558,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Investors Clinic,3.6,560,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
MALABAR GOLD AND DIAMONDS,4.2,560,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Fleetguard Filters,4.2,558,Banking,50k-1 Lakh Employees,Public,31 years old
Zuventus Healthcare,3.9,556,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
NSB Bpo Solutions,2.9,553,BPO,50k-1 Lakh Employees,Public,41 years old
VA Tech Wabag,4.0,549,Telecom,50k-1 Lakh Employees,Public,17 years old
Ramco Systems,3.4,555,Internet,1 Lakh+ Employees,Public,30 years old
CMS Computers Limited (INDIA),3.9,554,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
SKH Metals,4.1,556,Retail,1 Lakh+ Employees,NaN,NaN
HIL,4.2,555,NBFC,1 Lakh+ Employees,NaN,NaN
LifeCell International,3.5,554,Engineering & Construction,10k-50k Employees,Public,86 years old
Magna International,4.0,554,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Fortrea Development India Private Limited,4.1,554,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Ingram Micro,3.9,551,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Ukb Electronics,4.3,549,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Bses Rajdhani Power,3.8,546,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Sunbeam Auto,3.7,551,Banking,1 Lakh+ Employees,Public,30 years old
Icon Plc,4.1,550,Banking,1 Lakh+ Employees,Public,30 years old
Tafe Motors & Tractors,4.0,549,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
FIITJEE,3.6,549,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Radical Minds,2.9,548,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Shyam Steel Industries,3.7,550,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
MagicBricks,3.2,548,Banking,50k-1 Lakh Employees,Public,31 years old
Bharti Infratel,4.4,538,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
IVY Comptech,4.0,547,BPO,50k-1 Lakh Employees,Public,41 years old
uFaber,2.8,546,Telecom,50k-1 Lakh Employees,Public,17 years old
Innodata India Private Limited,3.2,544,Internet,1 Lakh+ Employees,Public,30 years old
HSBC Bank,4.1,546,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Unimoni,3.9,543,Retail,1 Lakh+ Employees,NaN,NaN
KMV Projects,4.2,541,NBFC,1 Lakh+ Employees,NaN,NaN
